id_mahasiswa,semester,kelas,jenis_kelamin,kehadiran_persen,tugas_rata,kuis_rata,nilai_uts,akses_lms,forum_posts,jam_belajar_per_minggu,jumlah_terlambat_tugas,ikut_bimbingan,nilai_uas,nilai_akhir,status_lulus
MHS02306,3,SI-C,P,72.2,38.1,44.7,32.9,37,1,0.0,1,Tidak,19.8,32.6,Tidak Lulus
MHS02307,1,SI-A,P,72.8,92.3,80.3,75.5,64,7,14.6,0,Tidak,84.1,83.2,Lulus
MHS02308,4,SI-D,L,100.0,100.0,100.0,100.0,52,3,11.0,0,Tidak,100.0,100.0,Lulus
MHS02309,1,SI-C,L,75.0,66.5,60.6,52.7,54,0,5.7,2,Tidak,57.7,59.2,Tidak Lulus
MHS02310,2,SI-B,L,86.8,94.8,88.9,66.3,48,8,6.5,0,Tidak,67.3,78.2,Lulus
MHS02311,3,SI-B,P,78.1,55.2,54.2,57.5,37,5,7.4,1,Tidak,70.2,60.1,Lulus
MHS02312,6,SI-B,L,55.8,35.4,32.1,40.1,34,1,4.7,2,Tidak,30.0,34.3,Tidak Lulus
MHS02313,3,SI-C,L,53.5,61.4,35.4,30.6,46,6,7.1,7,Ya,42.6,42.9,Tidak Lulus
MHS02314,4,SI-D,P,71.1,74.6,48.3,62.5,45,1,6.1,1,Tidak,53.2,59.9,Tidak Lulus
MHS02315,6,SI-D,L,90.7,77.5,70.1,84.2,40,5,6.2,1,Tidak,70.6,75.6,Lulus
MHS02316,1,SI-A,L,87.5,87.7,74.2,72.8,38,5,7.0,0,Tidak,70.5,76.1,Lulus
MHS02317,2,SI-C,L,89.0,66.2,53.5,64.1,42,2,2.6,1,Tidak,70.6,64.5,Lulus
MHS02318,3,SI-D,P,66.2,89.5,70.4,74.4,41,6,6.6,1,Tidak,76.3,77.9,Lulus
MHS02319,3,SI-C,P,97.4,63.9,72.1,72.5,49,3,7.0,1,Tidak,67.4,68.7,Lulus
MHS02320,3,SI-A,P,66.4,76.3,64.3,69.1,37,4,6.9,1,Ya,60.2,67.3,Lulus
MHS02321,6,SI-A,L,80.6,63.0,75.3,68.2,38,3,5.9,2,Tidak,64.7,67.3,Lulus
MHS02322,5,SI-A,L,77.9,74.3,65.1,57.8,41,3,9.9,2,Ya,49.2,60.8,Lulus
MHS02323,4,SI-B,P,75.9,69.9,69.6,45.5,45,4,5.4,1,Tidak,40.4,54.9,Tidak Lulus
MHS02324,2,SI-C,P,94.1,75.6,59.9,68.7,44,1,7.2,1,Tidak,57.4,65.3,Lulus
MHS02325,5,SI-A,L,69.5,75.2,50.0,57.9,38,3,10.4,1,Tidak,59.3,61.1,Lulus
MHS02326,6,SI-C,P,61.8,77.6,63.8,46.2,50,4,6.3,2,Tidak,59.5,61.6,Lulus
MHS02327,5,SI-B,L,78.2,72.1,64.0,62.0,53,3,7.1,1,Tidak,52.2,62.0,Lulus
MHS02328,1,SI-B,L,73.2,71.6,68.0,59.7,37,1,6.2,3,Ya,66.3,66.3,Lulus
MHS02329,4,SI-A,P,100.0,80.0,75.8,81.1,52,2,10.2,0,Tidak,74.8,77.9,Lulus
MHS02330,1,SI-A,L,86.1,71.9,57.4,71.3,46,2,5.7,1,Ya,67.2,67.4,Lulus
MHS02331,2,SI-D,P,73.1,80.6,91.6,68.9,57,3,10.4,2,Tidak,65.8,75.4,Lulus
MHS02332,1,SI-C,L,65.3,60.0,56.6,36.6,47,3,6.2,2,Ya,46.0,49.3,Tidak Lulus
MHS02333,4,SI-A,L,55.4,49.3,46.1,37.0,41,2,3.9,4,Tidak,43.8,43.9,Tidak Lulus
MHS02334,4,SI-D,P,65.7,68.2,68.0,64.9,41,4,8.5,4,Ya,52.4,62.6,Lulus
MHS02335,1,SI-C,P,79.4,81.6,49.1,69.7,44,1,5.6,2,Ya,53.4,63.7,Lulus
MHS02336,3,SI-A,L,95.1,75.6,56.9,62.4,39,3,8.4,1,Tidak,69.1,66.6,Lulus
MHS02337,3,SI-D,L,91.5,42.6,48.4,52.7,34,2,0.0,2,Tidak,50.2,48.6,Tidak Lulus
MHS02338,3,SI-D,P,80.7,72.2,76.9,57.3,42,4,6.5,3,Ya,50.6,62.9,Lulus
MHS02339,1,SI-C,L,74.1,64.1,51.2,53.7,43,1,5.1,2,Tidak,50.9,55.0,Tidak Lulus
MHS02340,3,SI-D,P,81.2,52.8,44.4,26.2,33,5,3.3,2,Tidak,43.5,41.7,Tidak Lulus
MHS02341,5,SI-C,P,71.8,71.5,65.4,59.5,41,0,4.8,0,Tidak,68.5,66.4,Lulus
MHS02342,1,SI-C,L,98.6,80.5,77.3,77.7,37,3,4.8,0,Tidak,70.5,76.2,Lulus
MHS02343,1,SI-C,L,75.7,73.7,70.2,61.5,43,5,6.4,1,Tidak,71.1,69.2,Lulus
MHS02344,2,SI-B,L,77.0,53.5,39.2,34.4,33,0,2.4,2,Tidak,37.3,41.0,Tidak Lulus
MHS02345,6,SI-D,P,51.4,63.4,43.3,48.5,53,5,7.4,1,Tidak,44.1,49.9,Tidak Lulus
MHS02346,4,SI-C,L,75.7,69.7,86.4,88.5,45,4,10.6,0,Tidak,69.9,77.8,Lulus
MHS02347,4,SI-A,L,88.0,56.9,79.0,62.3,51,4,7.3,0,Tidak,69.0,66.3,Lulus
MHS02348,3,SI-B,L,65.2,72.4,61.9,54.2,43,3,8.9,2,Tidak,45.9,57.8,Tidak Lulus
MHS02349,4,SI-B,P,69.0,100.0,83.7,74.1,35,3,9.8,2,Tidak,62.7,79.1,Lulus
MHS02350,1,SI-D,L,87.5,72.4,81.3,88.9,50,5,10.2,0,Tidak,82.7,81.4,Lulus
MHS02351,4,SI-C,L,60.3,47.3,56.9,38.6,54,6,12.1,5,Ya,57.3,50.0,Tidak Lulus
MHS02352,6,SI-D,P,90.7,64.7,57.3,56.3,36,0,5.0,0,Tidak,46.9,55.8,Tidak Lulus
MHS02353,4,SI-B,P,71.6,69.8,47.3,57.9,27,2,4.3,2,Tidak,42.8,54.2,Tidak Lulus
MHS02354,6,SI-C,P,73.3,77.0,81.6,62.5,50,6,8.9,0,Ya,73.6,73.3,Lulus
MHS02355,5,SI-A,L,64.5,73.0,66.7,54.5,50,3,8.6,2,Tidak,51.5,60.7,Lulus
MHS02356,1,SI-C,L,82.5,78.8,59.8,81.6,49,4,8.8,0,Tidak,57.6,69.3,Lulus
MHS02357,6,SI-B,P,100.0,98.1,90.9,100.0,47,3,12.2,0,Ya,88.4,94.2,Lulus
MHS02358,1,SI-A,L,87.4,67.9,46.6,62.0,46,3,6.5,2,Tidak,59.5,59.6,Tidak Lulus
MHS02359,3,SI-C,P,67.6,70.5,63.6,63.7,40,1,7.8,1,Tidak,54.6,62.6,Lulus
MHS02360,1,SI-A,P,91.6,82.1,66.2,64.4,41,3,3.6,0,Tidak,68.5,70.4,Lulus
MHS02361,1,SI-A,L,74.2,65.3,73.6,67.3,64,6,12.9,2,Tidak,57.1,65.0,Lulus
MHS02362,3,SI-B,P,94.5,74.4,68.1,62.6,48,1,5.5,1,Tidak,66.1,67.7,Lulus
MHS02363,2,SI-A,P,87.7,100.0,100.0,96.8,42,1,5.6,1,Tidak,67.5,89.4,Lulus
MHS02364,3,SI-D,L,42.7,55.6,54.2,47.4,41,3,5.5,1,Ya,48.7,51.2,Tidak Lulus
MHS02365,4,SI-B,L,66.0,56.9,58.9,49.7,33,2,4.6,3,Tidak,52.5,54.2,Tidak Lulus
MHS02366,1,SI-D,L,89.3,83.0,73.5,71.0,33,2,4.3,1,Ya,58.8,70.8,Lulus
MHS02367,1,SI-A,L,79.8,64.7,49.5,50.6,33,2,4.9,1,Tidak,46.2,52.6,Tidak Lulus
MHS02368,4,SI-D,L,65.7,39.4,44.9,45.4,41,3,2.4,2,Tidak,26.2,38.0,Tidak Lulus
MHS02369,2,SI-C,P,70.4,47.8,47.8,43.8,29,2,4.1,3,Ya,40.8,44.7,Tidak Lulus
MHS02370,5,SI-A,P,55.1,75.6,76.0,87.5,61,4,12.3,3,Tidak,67.0,76.1,Lulus
MHS02371,4,SI-C,L,76.9,67.9,56.8,55.1,51,4,8.7,3,Tidak,45.1,55.6,Tidak Lulus
MHS02372,5,SI-D,L,100.0,94.5,86.6,90.9,49,3,9.3,1,Tidak,80.2,87.7,Lulus
MHS02373,4,SI-C,P,87.7,100.0,84.4,98.2,51,4,10.0,0,Tidak,94.4,94.8,Lulus
MHS02374,3,SI-A,L,100.0,100.0,99.9,71.0,56,5,12.0,0,Tidak,92.5,90.5,Lulus
MHS02375,4,SI-C,P,88.6,56.3,49.0,49.6,29,2,1.2,1,Tidak,48.7,50.9,Tidak Lulus
MHS02376,2,SI-D,L,90.3,70.8,56.1,71.7,39,2,2.8,2,Tidak,65.7,66.6,Lulus
MHS02377,2,SI-D,L,100.0,82.8,76.2,56.1,35,4,4.1,1,Tidak,79.4,73.8,Lulus
MHS02378,5,SI-D,L,82.5,63.6,48.9,66.8,43,2,5.1,0,Tidak,58.3,59.9,Tidak Lulus
MHS02379,3,SI-A,P,75.8,63.2,57.6,60.3,44,3,5.6,1,Tidak,57.0,59.5,Tidak Lulus
MHS02380,5,SI-D,L,90.4,62.5,58.8,73.6,33,2,5.2,1,Tidak,58.2,63.2,Lulus
MHS02381,5,SI-A,P,95.4,96.1,72.4,75.9,53,4,7.2,0,Tidak,79.3,81.3,Lulus
MHS02382,5,SI-C,L,72.2,68.6,64.3,64.4,28,7,6.6,0,Tidak,56.2,63.0,Lulus
MHS02383,6,SI-D,L,69.3,87.6,74.6,59.0,38,4,4.3,0,Tidak,50.9,66.8,Lulus
MHS02384,3,SI-C,L,79.7,68.3,65.5,56.9,34,2,0.0,1,Tidak,58.0,61.8,Lulus
MHS02385,2,SI-B,P,88.0,61.3,45.2,49.4,30,2,3.5,0,Tidak,55.8,53.5,Tidak Lulus
MHS02386,4,SI-C,P,87.6,82.9,90.4,73.0,39,2,4.9,0,Tidak,72.7,78.9,Lulus
MHS02387,3,SI-B,L,60.9,58.8,65.0,51.9,36,2,5.8,5,Tidak,42.2,53.3,Tidak Lulus
MHS02388,4,SI-C,L,100.0,57.4,48.2,52.1,34,0,3.1,0,Tidak,48.3,51.5,Tidak Lulus
MHS02389,4,SI-A,L,70.3,43.6,32.9,23.2,44,1,5.0,2,Tidak,40.0,35.3,Tidak Lulus
MHS02390,4,SI-C,L,74.8,62.8,46.7,53.7,32,3,3.1,1,Tidak,39.5,50.3,Tidak Lulus
MHS02391,3,SI-A,L,67.2,59.6,49.6,50.3,36,3,6.1,4,Tidak,52.0,53.0,Tidak Lulus
MHS02392,1,SI-A,P,100.0,55.3,46.7,62.2,31,1,3.3,1,Tidak,57.7,56.0,Tidak Lulus
MHS02393,3,SI-D,P,80.9,58.2,53.9,51.6,31,0,4.0,4,Tidak,44.8,51.7,Tidak Lulus
MHS02394,1,SI-A,L,67.8,82.0,61.0,49.6,29,0,2.6,2,Tidak,50.6,60.3,Lulus
MHS02395,6,SI-B,L,88.4,83.5,56.6,78.0,40,3,6.0,1,Tidak,73.8,73.8,Lulus
MHS02396,2,SI-D,P,87.2,61.0,55.9,55.4,39,1,3.9,1,Ya,51.5,55.7,Tidak Lulus
MHS02397,1,SI-D,P,75.7,89.9,70.3,64.7,49,5,9.2,0,Tidak,75.8,75.4,Lulus
MHS02398,1,SI-C,L,88.1,63.3,56.1,73.3,50,3,7.7,1,Tidak,60.1,63.4,Lulus
MHS02399,4,SI-A,L,68.1,76.4,64.6,75.6,38,6,6.3,1,Tidak,66.2,70.8,Lulus
MHS02400,4,SI-A,L,72.1,71.9,64.0,38.0,49,1,4.1,1,Tidak,38.7,51.9,Tidak Lulus
MHS02401,2,SI-B,L,53.9,51.7,46.1,35.6,44,7,7.6,4,Tidak,32.1,40.7,Tidak Lulus
MHS02402,1,SI-C,L,62.1,59.2,54.5,52.8,46,5,8.6,1,Tidak,63.8,58.0,Tidak Lulus
MHS02403,3,SI-C,L,99.7,94.4,86.2,83.4,42,4,6.9,2,Tidak,88.1,88.1,Lulus
MHS02404,2,SI-D,P,97.7,82.3,88.1,86.6,63,5,11.3,2,Ya,96.2,88.7,Lulus
MHS02405,4,SI-D,L,78.8,78.9,80.2,92.0,49,2,7.9,1,Tidak,80.9,83.0,Lulus
MHS02406,4,SI-D,L,98.0,81.4,80.9,69.6,45,4,9.2,1,Tidak,70.2,75.0,Lulus
MHS02407,3,SI-B,L,76.1,77.5,55.6,63.9,37,3,6.9,0,Tidak,57.2,63.6,Lulus
MHS02408,2,SI-B,P,75.1,82.6,70.9,57.2,46,5,8.5,1,Tidak,71.2,70.5,Lulus
MHS02409,6,SI-D,P,78.7,69.2,55.4,59.9,38,6,4.1,1,Tidak,64.2,62.6,Lulus
MHS02410,3,SI-C,L,76.5,82.7,90.6,85.9,35,5,5.1,2,Ya,82.9,85.1,Lulus
MHS02411,4,SI-B,L,75.4,53.0,62.7,35.7,36,3,7.5,1,Ya,52.0,50.3,Tidak Lulus
MHS02412,1,SI-C,P,91.7,85.1,94.7,71.1,30,3,7.5,0,Ya,77.9,81.4,Lulus
MHS02413,3,SI-C,L,79.8,61.4,75.9,71.3,40,6,8.0,2,Tidak,71.6,69.8,Lulus
MHS02414,1,SI-A,L,86.5,94.9,61.1,80.1,43,2,9.8,0,Tidak,63.6,75.0,Lulus
MHS02415,3,SI-D,L,90.4,55.4,35.0,43.6,21,1,2.2,0,Tidak,43.3,44.7,Tidak Lulus
MHS02416,6,SI-A,L,82.7,57.7,52.7,61.4,32,3,3.6,1,Tidak,50.5,55.5,Tidak Lulus
MHS02417,3,SI-D,L,66.4,70.3,67.3,70.8,39,3,7.2,2,Tidak,55.9,65.5,Lulus
MHS02418,1,SI-D,P,61.8,73.3,64.2,60.1,35,6,4.3,3,Tidak,60.7,64.4,Lulus
MHS02419,1,SI-C,P,79.8,100.0,87.9,97.8,64,4,16.6,1,Tidak,93.7,95.1,Lulus
MHS02420,3,SI-D,L,75.9,75.0,55.9,64.3,39,2,8.0,1,Tidak,59.7,63.9,Lulus
MHS02421,1,SI-C,P,79.0,73.5,62.4,62.3,49,3,6.3,0,Tidak,51.4,61.8,Lulus
MHS02422,1,SI-C,L,77.8,66.9,60.1,59.4,43,1,5.0,3,Ya,45.7,57.3,Tidak Lulus
MHS02423,5,SI-D,L,100.0,87.2,91.2,89.0,38,4,5.1,0,Ya,89.8,89.2,Lulus
MHS02424,3,SI-C,P,62.0,61.7,66.7,40.0,44,5,6.6,5,Tidak,44.3,52.1,Tidak Lulus
MHS02425,2,SI-C,P,54.1,64.0,56.7,52.7,40,2,6.8,3,Ya,55.0,57.0,Tidak Lulus
MHS02426,6,SI-C,L,82.0,56.8,64.6,58.7,28,1,5.1,1,Tidak,48.2,56.3,Tidak Lulus
MHS02427,1,SI-B,L,73.5,88.6,80.4,68.4,42,2,5.7,0,Tidak,67.9,75.7,Lulus
MHS02428,6,SI-C,P,81.8,68.2,82.1,59.7,43,9,10.5,4,Ya,65.1,67.9,Lulus
MHS02429,2,SI-B,P,85.0,87.0,81.4,62.7,58,2,10.7,1,Tidak,78.1,77.1,Lulus
MHS02430,6,SI-B,P,93.4,66.3,65.0,62.4,44,4,7.3,1,Tidak,78.2,68.6,Lulus
MHS02431,4,SI-C,L,59.9,52.8,44.2,38.2,32,3,2.5,2,Tidak,31.6,41.1,Tidak Lulus
MHS02432,5,SI-C,L,71.3,89.0,64.6,75.9,40,2,8.1,0,Tidak,53.1,70.1,Lulus
MHS02433,6,SI-B,L,83.1,81.6,72.3,83.4,49,1,11.2,0,Ya,80.3,79.8,Lulus
MHS02434,2,SI-B,L,87.2,79.7,70.4,65.8,49,2,10.6,1,Tidak,71.5,71.9,Lulus
MHS02435,6,SI-C,P,100.0,92.4,69.7,69.3,42,3,8.7,2,Tidak,59.5,72.2,Lulus
MHS02436,3,SI-C,L,89.5,83.0,82.5,75.1,44,3,10.8,0,Tidak,69.9,77.0,Lulus
MHS02437,3,SI-D,L,77.3,86.0,65.2,76.1,53,6,6.7,1,Tidak,66.0,73.4,Lulus
MHS02438,2,SI-B,P,67.3,73.4,65.5,57.4,43,6,8.4,1,Ya,70.1,66.8,Lulus
MHS02439,4,SI-B,L,71.2,74.0,63.6,76.2,40,3,4.5,1,Ya,55.5,66.9,Lulus
MHS02440,1,SI-D,L,70.9,50.0,55.0,53.3,36,5,7.4,2,Tidak,46.6,50.8,Tidak Lulus
MHS02441,4,SI-B,P,85.9,71.2,82.7,77.9,54,5,10.5,1,Tidak,60.2,71.9,Lulus
MHS02442,4,SI-A,P,81.1,49.8,48.1,47.9,30,0,4.7,1,Tidak,48.1,48.5,Tidak Lulus
MHS02443,5,SI-B,P,62.1,68.6,82.7,77.3,37,2,3.9,0,Ya,55.2,69.6,Lulus
MHS02444,5,SI-D,L,72.8,73.5,68.8,67.7,39,4,6.8,1,Ya,79.2,72.8,Lulus
MHS02445,3,SI-A,P,88.5,63.5,55.8,55.3,42,3,5.8,2,Tidak,48.7,55.5,Tidak Lulus
MHS02446,2,SI-C,P,82.2,73.6,54.5,49.8,39,5,8.4,3,Tidak,61.3,60.1,Lulus
MHS02447,2,SI-D,L,84.8,53.7,50.2,56.5,39,3,5.1,4,Tidak,50.2,52.6,Tidak Lulus
MHS02448,2,SI-D,L,82.6,92.7,92.6,76.9,41,4,11.7,2,Tidak,71.0,82.2,Lulus
MHS02449,1,SI-C,P,97.5,67.7,63.9,62.9,37,2,2.6,1,Tidak,67.7,65.7,Lulus
MHS02450,2,SI-D,L,80.8,84.1,64.7,60.0,50,4,10.3,3,Ya,51.2,64.3,Lulus
MHS02451,2,SI-B,P,73.4,53.3,50.1,43.6,35,3,4.2,1,Tidak,44.6,47.6,Tidak Lulus
MHS02452,6,SI-C,L,67.0,51.1,30.5,34.9,37,2,1.1,1,Ya,41.4,40.0,Tidak Lulus
MHS02453,4,SI-D,L,81.0,73.8,87.0,73.7,53,4,7.2,0,Tidak,70.3,75.4,Lulus
MHS02454,2,SI-C,L,48.7,48.5,47.5,34.2,32,3,5.7,1,Tidak,27.4,38.4,Tidak Lulus
MHS02455,4,SI-C,P,75.8,68.3,66.9,57.3,33,3,3.2,2,Ya,66.3,64.7,Lulus
MHS02456,1,SI-C,L,75.5,43.1,51.4,42.9,25,1,1.5,0,Tidak,40.1,43.8,Tidak Lulus
MHS02457,3,SI-A,L,61.6,72.0,69.2,57.6,31,5,6.5,3,Tidak,48.2,60.7,Lulus
MHS02458,4,SI-D,P,66.9,48.5,61.0,59.3,43,6,9.4,4,Ya,43.6,52.2,Tidak Lulus
MHS02459,3,SI-A,P,87.7,76.6,46.8,63.7,44,4,8.3,1,Tidak,62.7,63.2,Lulus
MHS02460,3,SI-D,P,80.8,79.0,70.7,63.3,38,5,6.7,1,Tidak,63.0,68.6,Lulus
MHS02461,6,SI-B,L,79.2,73.4,76.5,68.9,40,7,7.9,1,Ya,68.1,71.3,Lulus
MHS02462,6,SI-B,L,81.7,61.7,67.9,66.5,40,1,6.4,2,Tidak,68.4,66.2,Lulus
MHS02463,4,SI-B,P,79.1,69.5,65.8,67.3,37,4,2.2,0,Tidak,71.4,68.8,Lulus
MHS02464,4,SI-D,P,92.9,56.0,54.6,57.1,39,6,2.2,2,Tidak,55.2,55.8,Tidak Lulus
MHS02465,4,SI-C,L,79.5,74.8,71.7,82.2,43,1,5.9,0,Tidak,72.2,75.2,Lulus
MHS02466,2,SI-C,L,60.5,78.9,76.3,58.7,47,4,6.0,0,Tidak,50.4,64.8,Lulus
MHS02467,3,SI-A,P,97.6,87.4,67.7,76.9,41,4,9.1,3,Tidak,71.7,76.1,Lulus
MHS02468,1,SI-A,L,82.4,78.5,92.5,74.6,48,2,8.8,3,Tidak,70.7,78.0,Lulus
MHS02469,3,SI-B,P,70.9,73.9,75.4,74.2,38,3,8.3,2,Ya,63.6,71.2,Lulus
MHS02470,4,SI-A,L,63.0,30.0,34.7,33.5,37,0,5.7,5,Tidak,20.6,29.0,Tidak Lulus
MHS02471,2,SI-D,L,82.8,43.2,33.9,60.5,35,0,2.4,1,Tidak,37.3,43.9,Tidak Lulus
MHS02472,6,SI-D,P,76.6,62.3,74.3,62.0,45,1,7.7,4,Tidak,53.9,62.1,Lulus
MHS02473,6,SI-A,L,96.9,87.1,82.1,83.9,52,3,8.1,2,Tidak,84.8,84.6,Lulus
MHS02474,5,SI-A,L,73.8,54.4,52.9,49.0,25,5,0.0,0,Tidak,55.4,53.0,Tidak Lulus
MHS02475,3,SI-A,L,68.0,66.9,65.0,60.8,42,3,4.0,1,Ya,56.6,61.9,Lulus
MHS02476,5,SI-A,L,88.7,73.4,79.1,64.0,35,3,4.4,2,Tidak,69.7,71.1,Lulus
MHS02477,1,SI-B,P,89.1,74.1,49.8,64.1,33,3,6.9,2,Tidak,51.7,60.0,Lulus
MHS02478,5,SI-B,P,80.0,56.4,34.8,33.4,35,3,4.1,0,Tidak,47.1,43.5,Tidak Lulus
MHS02479,1,SI-A,P,86.1,73.2,61.4,59.1,44,1,6.4,2,Tidak,56.9,62.4,Lulus
MHS02480,5,SI-D,L,77.5,63.5,69.1,56.8,43,5,5.9,1,Tidak,53.4,59.9,Tidak Lulus
MHS02481,2,SI-B,L,80.8,76.0,71.0,82.3,43,2,6.0,1,Tidak,81.8,78.3,Lulus
MHS02482,6,SI-D,L,92.0,82.2,76.9,67.7,33,0,4.4,0,Ya,66.3,72.7,Lulus
MHS02483,6,SI-C,P,85.5,79.4,68.5,64.5,43,6,4.6,0,Tidak,64.4,69.0,Lulus
MHS02484,1,SI-D,P,76.0,56.1,48.1,46.1,34,6,3.3,0,Tidak,45.9,48.9,Tidak Lulus
MHS02485,3,SI-A,P,94.2,96.7,80.1,83.2,54,3,7.6,1,Tidak,81.7,85.5,Lulus
MHS02486,6,SI-C,L,49.6,64.1,46.2,45.3,38,3,8.2,2,Ya,54.0,52.8,Tidak Lulus
MHS02487,3,SI-B,L,100.0,71.6,72.7,65.2,41,1,4.2,2,Tidak,54.8,65.2,Lulus
MHS02488,5,SI-B,L,57.5,51.4,68.2,73.6,43,1,11.1,2,Tidak,57.3,62.1,Lulus
MHS02489,4,SI-C,L,70.5,50.9,49.3,51.5,35,2,5.6,1,Tidak,48.1,49.9,Tidak Lulus
MHS02490,3,SI-D,L,77.5,71.3,76.7,76.0,48,3,11.1,1,Tidak,57.7,69.5,Lulus
MHS02491,2,SI-B,P,76.2,64.5,71.7,66.7,30,2,4.6,0,Tidak,68.5,67.7,Lulus
MHS02492,2,SI-A,L,90.1,60.8,65.0,51.6,26,2,0.4,2,Ya,54.1,57.3,Tidak Lulus
MHS02493,5,SI-C,L,65.3,91.8,65.4,60.5,34,5,7.7,2,Tidak,65.3,70.7,Lulus
MHS02494,3,SI-A,L,81.1,77.9,56.5,53.2,42,3,7.2,2,Tidak,42.1,56.7,Tidak Lulus
MHS02495,3,SI-C,P,71.1,86.7,72.1,58.3,43,1,6.6,1,Tidak,71.0,72.0,Lulus
MHS02496,3,SI-B,P,81.5,75.1,66.4,64.7,39,2,4.6,1,Tidak,74.5,70.6,Lulus
MHS02497,4,SI-D,P,77.2,64.1,49.6,55.6,41,4,6.4,2,Tidak,50.7,55.1,Tidak Lulus
MHS02498,5,SI-C,P,79.1,68.0,82.7,67.0,33,3,5.0,1,Tidak,57.1,67.4,Lulus
MHS02499,6,SI-C,L,71.4,75.5,52.0,60.7,35,1,5.6,1,Tidak,36.4,55.4,Tidak Lulus
MHS02500,3,SI-A,P,71.9,71.6,71.3,63.4,48,2,9.0,2,Tidak,50.5,63.2,Lulus
MHS02501,5,SI-B,L,81.4,67.9,58.5,71.5,39,3,7.1,1,Tidak,66.8,66.6,Lulus
MHS02502,5,SI-A,L,89.3,92.8,89.9,76.4,48,2,8.3,2,Tidak,74.8,82.7,Lulus
MHS02503,4,SI-B,P,70.8,76.6,58.2,67.9,31,2,5.8,1,Tidak,46.5,61.7,Lulus
MHS02504,6,SI-A,P,67.6,51.0,28.0,39.7,52,0,5.5,8,Ya,38.4,39.8,Tidak Lulus
MHS02505,2,SI-C,L,85.4,60.8,57.3,35.8,31,2,3.0,2,Tidak,40.6,47.8,Tidak Lulus
MHS02506,1,SI-A,L,77.6,62.2,29.6,34.6,43,4,5.4,2,Ya,33.8,40.3,Tidak Lulus
MHS02507,5,SI-D,L,88.0,41.7,56.5,37.2,25,1,0.0,1,Tidak,40.9,43.3,Tidak Lulus
MHS02508,3,SI-B,L,67.1,68.1,56.8,53.4,36,3,4.7,5,Tidak,47.0,55.8,Tidak Lulus
MHS02509,5,SI-B,L,56.6,58.8,52.3,40.5,40,7,6.3,2,Tidak,34.5,45.6,Tidak Lulus
MHS02510,6,SI-C,L,71.6,71.9,65.8,71.8,36,4,8.2,1,Tidak,59.9,67.1,Lulus
MHS02511,1,SI-B,L,68.8,70.0,54.4,47.8,32,3,5.7,1,Tidak,60.7,58.5,Tidak Lulus
MHS02512,6,SI-D,P,77.1,78.1,78.3,72.9,54,5,7.5,0,Tidak,61.4,71.8,Lulus
MHS02513,3,SI-A,L,70.4,34.4,26.8,27.5,29,0,0.0,0,Tidak,30.2,29.9,Tidak Lulus
MHS02514,3,SI-C,L,86.9,88.9,81.1,81.3,42,2,6.3,0,Tidak,72.6,80.6,Lulus
MHS02515,4,SI-D,L,74.5,55.1,25.0,38.4,26,1,1.5,1,Ya,41.5,40.8,Tidak Lulus
MHS02516,6,SI-B,P,79.8,40.4,29.6,37.6,37,1,2.9,1,Tidak,28.6,34.0,Tidak Lulus
MHS02517,1,SI-B,L,79.9,69.8,55.1,55.3,32,4,5.9,0,Tidak,58.9,60.0,Lulus
MHS02518,3,SI-D,L,80.3,84.8,73.5,65.3,46,4,10.3,0,Tidak,64.4,71.5,Lulus
MHS02519,4,SI-A,L,77.7,36.6,68.8,54.9,46,5,7.6,5,Ya,34.5,47.0,Tidak Lulus
MHS02520,5,SI-A,P,84.1,67.0,67.3,58.1,41,4,6.6,2,Tidak,48.6,59.3,Tidak Lulus
MHS02521,4,SI-C,P,68.5,50.4,73.0,78.9,38,1,6.4,0,Tidak,57.1,64.1,Lulus
MHS02522,1,SI-B,P,94.8,57.4,36.5,63.0,31,1,4.4,3,Tidak,49.8,52.3,Tidak Lulus
MHS02523,2,SI-D,P,75.2,53.3,38.7,44.6,37,1,4.9,2,Tidak,49.3,47.0,Tidak Lulus
MHS02524,2,SI-A,P,62.3,69.6,67.2,51.5,46,4,7.8,6,Ya,50.9,59.0,Tidak Lulus
MHS02525,5,SI-C,P,80.3,68.3,47.8,52.7,21,1,2.3,1,Tidak,58.8,57.4,Tidak Lulus
MHS02526,2,SI-B,L,67.8,62.5,69.1,72.2,39,4,8.3,2,Ya,59.4,65.3,Lulus
MHS02527,2,SI-B,L,86.0,74.3,69.8,81.4,39,2,5.3,3,Tidak,66.6,72.9,Lulus
MHS02528,6,SI-C,P,100.0,80.5,77.3,61.5,43,5,9.0,1,Tidak,65.6,70.6,Lulus
MHS02529,1,SI-C,L,68.6,83.6,100.0,86.7,52,2,9.4,3,Ya,76.5,85.5,Lulus
MHS02530,6,SI-A,L,82.0,63.9,61.9,54.5,26,1,1.5,2,Tidak,46.1,55.8,Tidak Lulus
MHS02531,4,SI-D,P,56.9,54.4,45.5,38.1,47,1,4.8,2,Tidak,33.6,42.3,Tidak Lulus
MHS02532,5,SI-B,L,83.4,64.9,83.9,76.9,31,5,3.9,1,Ya,68.5,72.8,Lulus
MHS02533,2,SI-D,P,67.4,61.3,67.1,55.9,34,3,1.1,1,Tidak,39.3,54.5,Tidak Lulus
MHS02534,1,SI-B,P,70.5,66.1,41.8,59.7,24,4,3.4,2,Tidak,48.9,54.5,Tidak Lulus
