id_tiket,tanggal_lapor,hari_lapor,jam_lapor,unit_pelapor,kategori_masalah,prioritas,kanal_laporan,waktu_respons_menit,waktu_selesai_jam,jumlah_teknisi,eskalasi,status_sla,kepuasan_1_5
TIK04479,2026-04-18,Sabtu,12:35,Program Studi,Akun/Login,Rendah,Form Online,49,2.5,1,Tidak,Sesuai SLA,4
TIK04480,2026-04-18,Sabtu,13:05,Keuangan,Internet/WiFi,Sedang,WhatsApp,24,6.9,1,Tidak,Sesuai SLA,4
TIK04481,2026-04-18,Sabtu,13:35,Laboratorium,Sistem Akademik,Tinggi,Form Online,39,8.6,2,Tidak,Lewat SLA,4
TIK04482,2026-04-18,Sabtu,13:40,Kemahasiswaan,Internet/WiFi,Rendah,Form Online,60,5.2,1,Tidak,Sesuai SLA,4
TIK04483,2026-04-18,Sabtu,13:45,Program Studi,Internet/WiFi,Rendah,Form Online,95,6.4,1,Tidak,Sesuai SLA,4
TIK04484,2026-04-18,Sabtu,13:45,Keuangan,Komputer/Laptop,Sedang,Form Online,48,5.7,1,Tidak,Sesuai SLA,4
TIK04485,2026-04-18,Sabtu,13:55,Laboratorium,Internet/WiFi,Sedang,WhatsApp,24,10.1,2,Ya,Lewat SLA,4
TIK04486,2026-04-18,Sabtu,13:55,Laboratorium,Internet/WiFi,Sedang,Datang Langsung,17,10.4,2,Ya,Lewat SLA,3
TIK04487,2026-04-18,Sabtu,14:25,Keuangan,Internet/WiFi,Tinggi,Form Online,48,12.2,2,Ya,Lewat SLA,3
TIK04488,2026-04-18,Sabtu,14:30,Program Studi,Sistem Akademik,Tinggi,WhatsApp,24,10.3,2,Tidak,Lewat SLA,4
TIK04489,2026-04-18,Sabtu,14:35,Akademik,Akun/Login,Tinggi,Datang Langsung,21,2.1,2,Tidak,Sesuai SLA,4
TIK04490,2026-04-18,Sabtu,15:10,Laboratorium,Internet/WiFi,Sedang,Datang Langsung,31,11.3,1,Ya,Lewat SLA,3
TIK04491,2026-04-19,Minggu,07:05,Umum,Proyektor,Sedang,Form Online,51,7.1,1,Tidak,Sesuai SLA,5
TIK04492,2026-04-19,Minggu,07:10,Laboratorium,Sistem Akademik,Rendah,WhatsApp,39,10.3,1,Tidak,Sesuai SLA,2
TIK04493,2026-04-19,Minggu,07:35,Laboratorium,Sistem Akademik,Sedang,WhatsApp,51,10.8,2,Ya,Lewat SLA,3
TIK04494,2026-04-19,Minggu,08:00,Laboratorium,Printer,Rendah,Form Online,49,2.5,2,Tidak,Sesuai SLA,4
TIK04495,2026-04-19,Minggu,08:05,Program Studi,Internet/WiFi,Tinggi,Form Online,43,9.5,1,Tidak,Lewat SLA,4
TIK04496,2026-04-19,Minggu,08:20,Perpustakaan,Internet/WiFi,Sedang,WhatsApp,26,6.3,1,Tidak,Sesuai SLA,5
TIK04497,2026-04-19,Minggu,08:30,Laboratorium,Sistem Akademik,Rendah,Form Online,53,10.5,1,Tidak,Sesuai SLA,4
TIK04498,2026-04-19,Minggu,08:50,Akademik,Internet/WiFi,Rendah,Form Online,65,6.3,1,Tidak,Sesuai SLA,5
TIK04499,2026-04-19,Minggu,08:55,Perpustakaan,Komputer/Laptop,Rendah,Datang Langsung,70,4.2,1,Tidak,Sesuai SLA,4
TIK04500,2026-04-19,Minggu,09:15,Perpustakaan,Akun/Login,Rendah,Form Online,93,3.5,1,Tidak,Sesuai SLA,3
TIK04501,2026-04-19,Minggu,10:15,Akademik,Internet/WiFi,Sedang,Datang Langsung,16,6.0,1,Tidak,Sesuai SLA,4
TIK04502,2026-04-19,Minggu,10:20,Umum,Komputer/Laptop,Rendah,Form Online,93,5.6,1,Tidak,Sesuai SLA,4
TIK04503,2026-04-19,Minggu,10:35,Kemahasiswaan,Sistem Akademik,Rendah,WhatsApp,44,10.8,1,Tidak,Sesuai SLA,4
TIK04504,2026-04-19,Minggu,10:50,Laboratorium,Komputer/Laptop,Sedang,WhatsApp,52,7.1,1,Tidak,Sesuai SLA,4
TIK04505,2026-04-19,Minggu,10:50,Kemahasiswaan,Sistem Akademik,Rendah,Form Online,64,8.8,1,Tidak,Sesuai SLA,4
TIK04506,2026-04-19,Minggu,11:05,Akademik,Internet/WiFi,Rendah,WhatsApp,45,12.2,1,Tidak,Sesuai SLA,3
TIK04507,2026-04-19,Minggu,11:10,Akademik,Sistem Akademik,Sedang,Email,85,10.3,1,Tidak,Lewat SLA,4
TIK04508,2026-04-19,Minggu,11:20,Laboratorium,Proyektor,Sedang,WhatsApp,31,3.6,2,Tidak,Sesuai SLA,5
TIK04509,2026-04-19,Minggu,11:25,Akademik,Sistem Akademik,Rendah,WhatsApp,40,7.3,1,Tidak,Sesuai SLA,5
TIK04510,2026-04-19,Minggu,11:35,Program Studi,Internet/WiFi,Rendah,WhatsApp,52,6.7,1,Tidak,Sesuai SLA,4
TIK04511,2026-04-19,Minggu,11:45,Program Studi,Internet/WiFi,Sedang,WhatsApp,46,7.4,1,Tidak,Sesuai SLA,4
TIK04512,2026-04-19,Minggu,12:05,Kemahasiswaan,Internet/WiFi,Sedang,Datang Langsung,45,8.3,1,Ya,Sesuai SLA,4
TIK04513,2026-04-19,Minggu,12:10,Kemahasiswaan,Sistem Akademik,Sedang,WhatsApp,33,11.2,1,Ya,Lewat SLA,4
TIK04514,2026-04-19,Minggu,12:10,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,36,6.4,1,Tidak,Sesuai SLA,4
TIK04515,2026-04-19,Minggu,12:20,Akademik,Akun/Login,Sedang,Email,69,5.8,1,Tidak,Sesuai SLA,4
TIK04516,2026-04-19,Minggu,12:25,Program Studi,Printer,Sedang,Form Online,54,6.3,1,Ya,Sesuai SLA,5
TIK04517,2026-04-19,Minggu,12:50,Program Studi,Internet/WiFi,Rendah,Form Online,52,6.5,1,Tidak,Sesuai SLA,4
TIK04518,2026-04-19,Minggu,12:55,Perpustakaan,Sistem Akademik,Tinggi,Datang Langsung,28,9.7,2,Ya,Lewat SLA,3
TIK04519,2026-04-19,Minggu,12:55,Laboratorium,Sistem Akademik,Sedang,Email,70,9.9,1,Tidak,Sesuai SLA,4
TIK04520,2026-04-19,Minggu,13:25,Keuangan,Komputer/Laptop,Rendah,Form Online,57,6.4,1,Tidak,Sesuai SLA,5
TIK04521,2026-04-19,Minggu,13:50,Laboratorium,Sistem Akademik,Sedang,Form Online,44,11.7,1,Tidak,Lewat SLA,3
TIK04522,2026-04-19,Minggu,14:20,Umum,Internet/WiFi,Rendah,Email,86,13.3,1,Ya,Sesuai SLA,4
TIK04523,2026-04-19,Minggu,14:30,Kemahasiswaan,Akun/Login,Sedang,Datang Langsung,26,2.2,2,Tidak,Sesuai SLA,5
TIK04524,2026-04-20,Senin,07:00,Kemahasiswaan,Akun/Login,Rendah,WhatsApp,42,2.9,1,Tidak,Sesuai SLA,4
TIK04525,2026-04-20,Senin,07:05,Keuangan,Proyektor,Rendah,Form Online,75,1.6,2,Tidak,Sesuai SLA,4
TIK04526,2026-04-20,Senin,07:25,Laboratorium,Komputer/Laptop,Sedang,WhatsApp,25,6.0,2,Tidak,Sesuai SLA,4
TIK04527,2026-04-20,Senin,07:45,Akademik,Internet/WiFi,Tinggi,Email,59,12.4,2,Tidak,Lewat SLA,3
TIK04528,2026-04-20,Senin,07:55,Keuangan,Akun/Login,Rendah,WhatsApp,53,3.6,1,Tidak,Sesuai SLA,4
TIK04529,2026-04-20,Senin,08:10,Akademik,Sistem Akademik,Tinggi,WhatsApp,26,13.8,2,Ya,Lewat SLA,4
TIK04530,2026-04-20,Senin,08:30,Program Studi,Akun/Login,Sedang,Datang Langsung,36,2.6,1,Tidak,Sesuai SLA,5
TIK04531,2026-04-20,Senin,08:55,Umum,Printer,Rendah,WhatsApp,42,10.3,1,Tidak,Sesuai SLA,4
TIK04532,2026-04-20,Senin,08:55,Akademik,Internet/WiFi,Rendah,WhatsApp,46,8.0,1,Tidak,Sesuai SLA,5
TIK04533,2026-04-20,Senin,09:15,Keuangan,Akun/Login,Sedang,Form Online,73,6.4,1,Tidak,Sesuai SLA,5
TIK04534,2026-04-20,Senin,09:15,Kemahasiswaan,Sistem Akademik,Sedang,WhatsApp,29,13.0,2,Ya,Lewat SLA,4
TIK04535,2026-04-20,Senin,09:25,Akademik,Komputer/Laptop,Tinggi,Form Online,47,6.6,1,Tidak,Lewat SLA,4
TIK04536,2026-04-20,Senin,09:25,Akademik,Akun/Login,Rendah,Form Online,80,1.7,1,Tidak,Sesuai SLA,5
TIK04537,2026-04-20,Senin,09:30,Program Studi,Sistem Akademik,Tinggi,Email,85,12.6,1,Ya,Lewat SLA,3
TIK04538,2026-04-20,Senin,09:45,Keuangan,Sistem Akademik,Rendah,WhatsApp,69,12.1,1,Ya,Sesuai SLA,4
TIK04539,2026-04-20,Senin,09:50,Umum,Internet/WiFi,Rendah,WhatsApp,36,5.8,2,Tidak,Sesuai SLA,5
TIK04540,2026-04-20,Senin,09:55,Keuangan,Sistem Akademik,Sedang,Email,77,8.7,1,Tidak,Sesuai SLA,4
TIK04541,2026-04-20,Senin,10:05,Laboratorium,Internet/WiFi,Tinggi,Email,65,13.4,3,Tidak,Lewat SLA,3
TIK04542,2026-04-20,Senin,10:05,Perpustakaan,Komputer/Laptop,Rendah,Email,84,5.1,2,Tidak,Sesuai SLA,4
TIK04543,2026-04-20,Senin,10:20,Keuangan,Printer,Sedang,Datang Langsung,14,5.8,1,Tidak,Sesuai SLA,5
TIK04544,2026-04-20,Senin,10:20,Program Studi,Printer,Rendah,WhatsApp,36,4.0,1,Tidak,Sesuai SLA,3
TIK04545,2026-04-20,Senin,10:40,Laboratorium,Akun/Login,Sedang,WhatsApp,40,2.2,1,Tidak,Sesuai SLA,5
TIK04546,2026-04-20,Senin,10:45,Akademik,Sistem Akademik,Tinggi,WhatsApp,40,10.8,2,Ya,Lewat SLA,3
TIK04547,2026-04-20,Senin,10:45,Laboratorium,Internet/WiFi,Rendah,Email,94,10.3,2,Tidak,Sesuai SLA,4
TIK04548,2026-04-20,Senin,10:50,Program Studi,Internet/WiFi,Rendah,Form Online,51,6.6,1,Tidak,Sesuai SLA,5
TIK04549,2026-04-20,Senin,10:50,Keuangan,Internet/WiFi,Sedang,WhatsApp,104,5.5,1,Tidak,Sesuai SLA,5
TIK04550,2026-04-20,Senin,10:50,Laboratorium,Akun/Login,Tinggi,Email,67,4.1,2,Tidak,Sesuai SLA,5
TIK04551,2026-04-20,Senin,11:20,Keuangan,Akun/Login,Tinggi,Form Online,55,3.9,1,Tidak,Sesuai SLA,5
TIK04552,2026-04-20,Senin,11:30,Kemahasiswaan,Printer,Sedang,Form Online,80,3.1,2,Tidak,Sesuai SLA,5
TIK04553,2026-04-20,Senin,12:15,Akademik,Internet/WiFi,Rendah,WhatsApp,42,7.5,2,Tidak,Sesuai SLA,3
TIK04554,2026-04-20,Senin,12:15,Akademik,Internet/WiFi,Tinggi,WhatsApp,41,7.8,2,Tidak,Lewat SLA,3
TIK04555,2026-04-20,Senin,12:20,Akademik,Internet/WiFi,Sedang,Form Online,39,8.5,1,Tidak,Sesuai SLA,4
TIK04556,2026-04-20,Senin,12:25,Laboratorium,Internet/WiFi,Sedang,Form Online,58,6.4,2,Tidak,Sesuai SLA,5
TIK04557,2026-04-20,Senin,12:25,Program Studi,Sistem Akademik,Rendah,WhatsApp,40,6.9,2,Tidak,Sesuai SLA,3
TIK04558,2026-04-20,Senin,12:40,Keuangan,Printer,Rendah,WhatsApp,36,3.4,1,Tidak,Sesuai SLA,4
TIK04559,2026-04-20,Senin,12:50,Akademik,Proyektor,Tinggi,Datang Langsung,12,4.3,2,Tidak,Sesuai SLA,5
TIK04560,2026-04-20,Senin,13:10,Keuangan,Sistem Akademik,Sedang,Datang Langsung,21,10.4,1,Ya,Lewat SLA,3
TIK04561,2026-04-20,Senin,13:10,Akademik,Komputer/Laptop,Sedang,Form Online,52,4.9,1,Tidak,Sesuai SLA,5
TIK04562,2026-04-20,Senin,13:10,Akademik,Printer,Rendah,Email,71,4.1,1,Tidak,Sesuai SLA,5
TIK04563,2026-04-20,Senin,13:20,Laboratorium,Akun/Login,Tinggi,WhatsApp,36,9.9,2,Ya,Lewat SLA,2
TIK04564,2026-04-20,Senin,13:25,Program Studi,Akun/Login,Rendah,Email,86,3.5,1,Tidak,Sesuai SLA,4
TIK04565,2026-04-20,Senin,13:30,Program Studi,Sistem Akademik,Sedang,Email,65,13.3,2,Ya,Lewat SLA,2
TIK04566,2026-04-20,Senin,13:35,Program Studi,Akun/Login,Rendah,Form Online,78,2.3,1,Tidak,Sesuai SLA,4
TIK04567,2026-04-20,Senin,13:40,Akademik,Komputer/Laptop,Sedang,WhatsApp,39,7.9,1,Tidak,Sesuai SLA,3
TIK04568,2026-04-20,Senin,14:00,Umum,Printer,Rendah,Datang Langsung,54,1.6,1,Tidak,Sesuai SLA,3
TIK04569,2026-04-20,Senin,14:15,Kemahasiswaan,Internet/WiFi,Tinggi,Email,67,12.3,1,Tidak,Lewat SLA,2
TIK04570,2026-04-20,Senin,14:25,Keuangan,Sistem Akademik,Sedang,WhatsApp,51,8.6,1,Tidak,Sesuai SLA,4
TIK04571,2026-04-20,Senin,14:35,Program Studi,Proyektor,Rendah,Email,92,4.9,1,Tidak,Sesuai SLA,5
TIK04572,2026-04-20,Senin,14:40,Laboratorium,Sistem Akademik,Sedang,Form Online,62,7.7,1,Tidak,Sesuai SLA,5
TIK04573,2026-04-20,Senin,14:55,Keuangan,Proyektor,Sedang,WhatsApp,31,4.1,1,Tidak,Sesuai SLA,5
TIK04574,2026-04-21,Selasa,07:00,Program Studi,Printer,Rendah,WhatsApp,42,3.9,2,Tidak,Sesuai SLA,4
TIK04575,2026-04-21,Selasa,07:25,Laboratorium,Printer,Rendah,Form Online,66,5.1,2,Ya,Sesuai SLA,5
TIK04576,2026-04-21,Selasa,07:30,Umum,Sistem Akademik,Sedang,WhatsApp,29,8.5,1,Tidak,Sesuai SLA,3
TIK04577,2026-04-21,Selasa,07:35,Program Studi,Printer,Rendah,Email,114,6.9,1,Tidak,Sesuai SLA,3
TIK04578,2026-04-21,Selasa,07:45,Laboratorium,Komputer/Laptop,Rendah,Datang Langsung,41,4.0,2,Tidak,Sesuai SLA,5
TIK04579,2026-04-21,Selasa,07:50,Akademik,Sistem Akademik,Tinggi,Form Online,55,10.7,1,Tidak,Lewat SLA,3
TIK04580,2026-04-21,Selasa,07:55,Akademik,Printer,Rendah,Form Online,57,4.0,1,Tidak,Sesuai SLA,4
TIK04581,2026-04-21,Selasa,08:10,Program Studi,Printer,Rendah,WhatsApp,78,2.6,1,Tidak,Sesuai SLA,4
TIK04582,2026-04-21,Selasa,08:15,Perpustakaan,Komputer/Laptop,Rendah,Datang Langsung,82,8.0,2,Tidak,Sesuai SLA,3
TIK04583,2026-04-21,Selasa,08:35,Program Studi,Printer,Rendah,WhatsApp,49,2.3,1,Tidak,Sesuai SLA,5
TIK04584,2026-04-21,Selasa,08:55,Keuangan,Komputer/Laptop,Rendah,WhatsApp,76,9.8,2,Tidak,Sesuai SLA,2
TIK04585,2026-04-21,Selasa,09:00,Umum,Internet/WiFi,Rendah,WhatsApp,56,7.5,1,Tidak,Sesuai SLA,3
TIK04586,2026-04-21,Selasa,09:05,Kemahasiswaan,Komputer/Laptop,Tinggi,Email,60,11.9,2,Tidak,Lewat SLA,2
TIK04587,2026-04-21,Selasa,09:10,Akademik,Internet/WiFi,Sedang,Email,85,16.8,1,Ya,Lewat SLA,2
TIK04588,2026-04-21,Selasa,09:35,Umum,Internet/WiFi,Sedang,Datang Langsung,30,10.1,1,Tidak,Lewat SLA,4
TIK04589,2026-04-21,Selasa,09:40,Umum,Printer,Rendah,Form Online,92,4.0,2,Tidak,Sesuai SLA,4
TIK04590,2026-04-21,Selasa,09:45,Akademik,Printer,Rendah,Email,99,5.2,1,Tidak,Sesuai SLA,5
TIK04591,2026-04-21,Selasa,09:50,Umum,Internet/WiFi,Sedang,Email,129,10.8,2,Tidak,Lewat SLA,3
TIK04592,2026-04-21,Selasa,10:05,Laboratorium,Internet/WiFi,Sedang,Datang Langsung,59,13.1,2,Ya,Lewat SLA,3
TIK04593,2026-04-21,Selasa,10:10,Program Studi,Sistem Akademik,Sedang,Datang Langsung,18,9.0,1,Tidak,Sesuai SLA,4
TIK04594,2026-04-21,Selasa,10:15,Perpustakaan,Komputer/Laptop,Sedang,Form Online,76,6.4,1,Tidak,Sesuai SLA,4
TIK04595,2026-04-21,Selasa,10:20,Program Studi,Sistem Akademik,Sedang,Form Online,43,8.1,2,Tidak,Sesuai SLA,4
TIK04596,2026-04-21,Selasa,10:35,Keuangan,Akun/Login,Rendah,Email,81,3.5,1,Tidak,Sesuai SLA,5
TIK04597,2026-04-21,Selasa,10:35,Keuangan,Sistem Akademik,Sedang,Email,61,9.7,2,Tidak,Sesuai SLA,4
TIK04598,2026-04-21,Selasa,10:50,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,28,6.1,1,Tidak,Sesuai SLA,4
TIK04599,2026-04-21,Selasa,10:55,Laboratorium,Akun/Login,Rendah,WhatsApp,44,2.6,1,Tidak,Sesuai SLA,5
TIK04600,2026-04-21,Selasa,11:05,Perpustakaan,Proyektor,Rendah,Datang Langsung,90,3.1,1,Tidak,Sesuai SLA,5
TIK04601,2026-04-21,Selasa,11:20,Keuangan,Internet/WiFi,Sedang,WhatsApp,33,10.0,1,Ya,Sesuai SLA,4
TIK04602,2026-04-21,Selasa,11:25,Keuangan,Internet/WiFi,Sedang,WhatsApp,38,7.6,1,Tidak,Sesuai SLA,4
TIK04603,2026-04-21,Selasa,11:30,Program Studi,Printer,Rendah,WhatsApp,52,3.6,1,Tidak,Sesuai SLA,5
TIK04604,2026-04-21,Selasa,11:30,Keuangan,Akun/Login,Rendah,Email,89,3.3,2,Tidak,Sesuai SLA,5
TIK04605,2026-04-21,Selasa,11:55,Akademik,Internet/WiFi,Sedang,Datang Langsung,20,9.9,2,Ya,Sesuai SLA,4
TIK04606,2026-04-21,Selasa,12:05,Keuangan,Akun/Login,Rendah,WhatsApp,41,1.6,1,Tidak,Sesuai SLA,4
TIK04607,2026-04-21,Selasa,12:15,Akademik,Sistem Akademik,Rendah,Datang Langsung,36,6.7,2,Tidak,Sesuai SLA,5
TIK04608,2026-04-21,Selasa,12:25,Kemahasiswaan,Sistem Akademik,Sedang,Email,61,10.1,1,Tidak,Lewat SLA,5
TIK04609,2026-04-21,Selasa,12:35,Program Studi,Internet/WiFi,Tinggi,WhatsApp,32,8.9,1,Tidak,Lewat SLA,4
TIK04610,2026-04-21,Selasa,12:45,Keuangan,Proyektor,Sedang,Email,76,5.7,1,Tidak,Sesuai SLA,4
TIK04611,2026-04-21,Selasa,12:50,Laboratorium,Sistem Akademik,Sedang,Email,83,11.2,1,Tidak,Lewat SLA,3
TIK04612,2026-04-21,Selasa,13:05,Kemahasiswaan,Akun/Login,Rendah,Form Online,59,3.4,2,Tidak,Sesuai SLA,5
TIK04613,2026-04-21,Selasa,13:10,Keuangan,Internet/WiFi,Tinggi,WhatsApp,52,10.4,2,Tidak,Lewat SLA,2
TIK04614,2026-04-21,Selasa,13:15,Laboratorium,Akun/Login,Rendah,WhatsApp,47,10.5,1,Tidak,Sesuai SLA,3
TIK04615,2026-04-21,Selasa,13:20,Laboratorium,Sistem Akademik,Sedang,WhatsApp,28,7.7,1,Tidak,Sesuai SLA,5
TIK04616,2026-04-21,Selasa,14:15,Laboratorium,Proyektor,Sedang,WhatsApp,78,3.0,1,Tidak,Sesuai SLA,5
TIK04617,2026-04-21,Selasa,15:20,Akademik,Proyektor,Tinggi,Datang Langsung,8,2.8,2,Tidak,Sesuai SLA,5
TIK04618,2026-04-22,Rabu,07:00,Laboratorium,Komputer/Laptop,Rendah,Form Online,85,8.0,1,Tidak,Sesuai SLA,3
TIK04619,2026-04-22,Rabu,07:05,Laboratorium,Sistem Akademik,Sedang,Datang Langsung,17,7.1,1,Tidak,Sesuai SLA,4
TIK04620,2026-04-22,Rabu,07:05,Program Studi,Internet/WiFi,Rendah,WhatsApp,73,8.6,2,Tidak,Sesuai SLA,4
TIK04621,2026-04-22,Rabu,07:20,Perpustakaan,Internet/WiFi,Rendah,Form Online,74,5.2,1,Tidak,Sesuai SLA,5
TIK04622,2026-04-22,Rabu,07:45,Laboratorium,Internet/WiFi,Tinggi,Email,60,12.9,1,Ya,Lewat SLA,4
TIK04623,2026-04-22,Rabu,07:55,Akademik,Internet/WiFi,Sedang,Form Online,49,6.5,1,Tidak,Sesuai SLA,4
TIK04624,2026-04-22,Rabu,08:10,Program Studi,Sistem Akademik,Sedang,Datang Langsung,31,14.3,1,Ya,Lewat SLA,3
TIK04625,2026-04-22,Rabu,08:25,Perpustakaan,Internet/WiFi,Sedang,WhatsApp,30,8.7,1,Tidak,Sesuai SLA,4
TIK04626,2026-04-22,Rabu,08:40,Laboratorium,Komputer/Laptop,Sedang,WhatsApp,32,15.6,1,Tidak,Lewat SLA,3
TIK04627,2026-04-22,Rabu,08:45,Program Studi,Sistem Akademik,Sedang,Email,79,10.6,1,Tidak,Lewat SLA,3
TIK04628,2026-04-22,Rabu,09:00,Laboratorium,Komputer/Laptop,Sedang,WhatsApp,41,4.7,1,Tidak,Sesuai SLA,4
TIK04629,2026-04-22,Rabu,09:05,Laboratorium,Printer,Sedang,Form Online,53,2.8,1,Tidak,Sesuai SLA,4
TIK04630,2026-04-22,Rabu,09:10,Akademik,Internet/WiFi,Tinggi,Datang Langsung,40,8.8,2,Ya,Lewat SLA,2
TIK04631,2026-04-22,Rabu,09:40,Program Studi,Internet/WiFi,Sedang,Email,63,11.2,2,Ya,Lewat SLA,4
TIK04632,2026-04-22,Rabu,09:50,Akademik,Sistem Akademik,Sedang,Form Online,63,7.1,1,Tidak,Sesuai SLA,4
TIK04633,2026-04-22,Rabu,09:50,Program Studi,Sistem Akademik,Tinggi,WhatsApp,49,12.9,2,Tidak,Lewat SLA,2
TIK04634,2026-04-22,Rabu,09:50,Program Studi,Printer,Sedang,WhatsApp,22,3.7,1,Tidak,Sesuai SLA,5
TIK04635,2026-04-22,Rabu,10:00,Kemahasiswaan,Komputer/Laptop,Tinggi,Form Online,42,5.8,2,Tidak,Sesuai SLA,5
TIK04636,2026-04-22,Rabu,10:00,Laboratorium,Printer,Rendah,WhatsApp,39,5.7,1,Tidak,Sesuai SLA,3
TIK04637,2026-04-22,Rabu,10:25,Keuangan,Printer,Tinggi,Email,68,8.8,1,Tidak,Lewat SLA,3
TIK04638,2026-04-22,Rabu,10:30,Akademik,Internet/WiFi,Sedang,Email,69,9.6,1,Tidak,Sesuai SLA,5
TIK04639,2026-04-22,Rabu,10:35,Laboratorium,Komputer/Laptop,Rendah,Form Online,60,5.2,1,Tidak,Sesuai SLA,5
TIK04640,2026-04-22,Rabu,10:35,Perpustakaan,Internet/WiFi,Sedang,WhatsApp,41,7.1,1,Tidak,Sesuai SLA,3
TIK04641,2026-04-22,Rabu,10:40,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,38,7.5,2,Tidak,Sesuai SLA,3
TIK04642,2026-04-22,Rabu,10:40,Perpustakaan,Akun/Login,Sedang,Form Online,54,4.6,1,Tidak,Sesuai SLA,4
TIK04643,2026-04-22,Rabu,10:55,Akademik,Internet/WiFi,Rendah,WhatsApp,41,10.4,1,Ya,Sesuai SLA,3
TIK04644,2026-04-22,Rabu,11:00,Akademik,Komputer/Laptop,Rendah,WhatsApp,50,5.5,2,Tidak,Sesuai SLA,5
TIK04645,2026-04-22,Rabu,11:05,Keuangan,Akun/Login,Tinggi,WhatsApp,14,4.4,2,Tidak,Sesuai SLA,4
TIK04646,2026-04-22,Rabu,11:05,Kemahasiswaan,Sistem Akademik,Rendah,Email,77,11.4,1,Tidak,Sesuai SLA,3
TIK04647,2026-04-22,Rabu,11:25,Keuangan,Komputer/Laptop,Sedang,WhatsApp,48,8.1,1,Tidak,Sesuai SLA,4
TIK04648,2026-04-22,Rabu,11:30,Akademik,Akun/Login,Rendah,Form Online,99,5.1,1,Ya,Sesuai SLA,4
TIK04649,2026-04-22,Rabu,11:35,Keuangan,Sistem Akademik,Sedang,WhatsApp,30,7.7,1,Tidak,Sesuai SLA,4
TIK04650,2026-04-22,Rabu,11:40,Program Studi,Komputer/Laptop,Sedang,Form Online,64,7.5,2,Tidak,Sesuai SLA,3
TIK04651,2026-04-22,Rabu,11:55,Akademik,Sistem Akademik,Sedang,Datang Langsung,27,9.8,1,Ya,Sesuai SLA,5
TIK04652,2026-04-22,Rabu,11:55,Perpustakaan,Akun/Login,Rendah,Form Online,84,2.1,2,Tidak,Sesuai SLA,5
TIK04653,2026-04-22,Rabu,12:20,Keuangan,Proyektor,Rendah,WhatsApp,55,3.8,2,Tidak,Sesuai SLA,4
TIK04654,2026-04-22,Rabu,12:20,Keuangan,Sistem Akademik,Sedang,WhatsApp,28,14.8,1,Ya,Lewat SLA,2
TIK04655,2026-04-22,Rabu,12:35,Umum,Komputer/Laptop,Rendah,Form Online,58,6.3,1,Ya,Sesuai SLA,4
TIK04656,2026-04-22,Rabu,12:45,Keuangan,Proyektor,Rendah,Form Online,50,2.6,1,Tidak,Sesuai SLA,5
TIK04657,2026-04-22,Rabu,12:50,Akademik,Printer,Rendah,WhatsApp,52,2.3,2,Tidak,Sesuai SLA,4
TIK04658,2026-04-22,Rabu,12:50,Program Studi,Komputer/Laptop,Rendah,Datang Langsung,55,5.8,2,Ya,Sesuai SLA,5
TIK04659,2026-04-22,Rabu,13:00,Program Studi,Komputer/Laptop,Rendah,Email,71,5.7,1,Tidak,Sesuai SLA,4
TIK04660,2026-04-22,Rabu,13:10,Laboratorium,Sistem Akademik,Sedang,Form Online,46,8.8,2,Tidak,Sesuai SLA,5
TIK04661,2026-04-22,Rabu,13:30,Keuangan,Proyektor,Sedang,Form Online,77,4.1,1,Tidak,Sesuai SLA,4
TIK04662,2026-04-22,Rabu,13:35,Umum,Proyektor,Sedang,WhatsApp,53,4.7,1,Tidak,Sesuai SLA,5
TIK04663,2026-04-22,Rabu,14:00,Keuangan,Printer,Rendah,Datang Langsung,42,3.5,1,Tidak,Sesuai SLA,5
TIK04664,2026-04-22,Rabu,14:00,Keuangan,Komputer/Laptop,Sedang,WhatsApp,28,6.2,1,Tidak,Sesuai SLA,4
TIK04665,2026-04-22,Rabu,14:10,Umum,Sistem Akademik,Rendah,Form Online,67,7.6,1,Tidak,Sesuai SLA,4
TIK04666,2026-04-22,Rabu,14:20,Umum,Proyektor,Rendah,Email,83,4.1,1,Tidak,Sesuai SLA,4
TIK04667,2026-04-22,Rabu,14:55,Program Studi,Internet/WiFi,Tinggi,WhatsApp,16,11.4,1,Ya,Lewat SLA,3
TIK04668,2026-04-22,Rabu,14:55,Program Studi,Akun/Login,Rendah,WhatsApp,40,4.8,1,Tidak,Sesuai SLA,4
TIK04669,2026-04-22,Rabu,15:25,Laboratorium,Sistem Akademik,Sedang,Form Online,54,8.8,2,Tidak,Sesuai SLA,4
TIK04670,2026-04-22,Rabu,15:40,Laboratorium,Internet/WiFi,Tinggi,Email,67,10.3,2,Tidak,Lewat SLA,3
TIK04671,2026-04-23,Kamis,07:20,Keuangan,Akun/Login,Rendah,Form Online,49,5.3,1,Tidak,Sesuai SLA,4
TIK04672,2026-04-23,Kamis,07:45,Laboratorium,Komputer/Laptop,Sedang,WhatsApp,36,10.7,1,Ya,Lewat SLA,2
TIK04673,2026-04-23,Kamis,08:10,Kemahasiswaan,Internet/WiFi,Tinggi,Email,76,8.6,3,Tidak,Lewat SLA,3
TIK04674,2026-04-23,Kamis,08:30,Keuangan,Sistem Akademik,Sedang,Datang Langsung,33,11.6,2,Ya,Lewat SLA,3
